"","cat","word1","word2","n","date","institution"
"10231","Grants","debate","increasing",1,2024-01-18,"IKEA Foundation "
"10232","Grants","debate","strategy",1,2024-01-18,"IKEA Foundation "
"10233","Grants","decarbonization","solutions",1,2024-01-18,"IKEA Foundation "
"10234","Grants","decarbonized","energy",1,2024-01-18,"IKEA Foundation "
"10235","Grants","decent","number",1,2024-01-18,"IKEA Foundation "
"10236","Grants","decide","margins",1,2024-01-18,"IKEA Foundation "
"10237","Grants","decision","made",1,2024-01-18,"IKEA Foundation "
"10238","Grants","decision","makers",1,2024-01-18,"IKEA Foundation "
"10239","Grants","decisions","based",1,2024-01-18,"IKEA Foundation "
"10240","Grants","decisions","earlier",1,2024-01-18,"IKEA Foundation "
"10241","Grants","decisions","pertaining",1,2024-01-18,"IKEA Foundation "
"10242","Grants","decisions","portfolio",1,2024-01-18,"IKEA Foundation "
"10243","Grants","decisions","respondents",1,2024-01-18,"IKEA Foundation "
"10244","Grants","decisions","retain",1,2024-01-18,"IKEA Foundation "
"10245","Grants","declining","agriculture",1,2024-01-18,"IKEA Foundation "
"10246","Grants","decrease","compared",1,2024-01-18,"IKEA Foundation "
"10247","Grants","decreased","increased",1,2024-01-18,"IKEA Foundation "
"10248","Grants","deen","marijn",1,2024-01-18,"IKEA Foundation "
"10249","Grants","deep","climate",1,2024-01-18,"IKEA Foundation "
"10250","Grants","deep","collaboration",1,2024-01-18,"IKEA Foundation "
"10251","Grants","deep","dives",1,2024-01-18,"IKEA Foundation "
"10252","Grants","deep","investment",1,2024-01-18,"IKEA Foundation "
"10253","Grants","deep","level",1,2024-01-18,"IKEA Foundation "
"10254","Grants","deep","ncollaboration",1,2024-01-18,"IKEA Foundation "
"10255","Grants","deep","reach",1,2024-01-18,"IKEA Foundation "
"10256","Grants","deep","working",1,2024-01-18,"IKEA Foundation "
"10257","Grants","deepened","nover",1,2024-01-18,"IKEA Foundation "
"10258","Grants","deeper","insights",1,2024-01-18,"IKEA Foundation "
"10259","Grants","deeper","intervention",1,2024-01-18,"IKEA Foundation "
"10260","Grants","deeper","interventions",1,2024-01-18,"IKEA Foundation "
"10261","Grants","deeper","thinking",1,2024-01-18,"IKEA Foundation "
"10262","Grants","deeply","embedded",1,2024-01-18,"IKEA Foundation "
"10263","Grants","deeply","engaged",1,2024-01-18,"IKEA Foundation "
"10264","Grants","deeply","handheld",1,2024-01-18,"IKEA Foundation "
"10265","Grants","deeply","involved",1,2024-01-18,"IKEA Foundation "
"10266","Grants","deeply","nintegrated",1,2024-01-18,"IKEA Foundation "
"10267","Grants","deeply","understand",1,2024-01-18,"IKEA Foundation "
"10268","Grants","defense","counter",1,2024-01-18,"IKEA Foundation "
"10269","Grants","define","nconcepts",1,2024-01-18,"IKEA Foundation "
"10270","Grants","defining","core",1,2024-01-18,"IKEA Foundation "
"10271","Grants","defining","roles",1,2024-01-18,"IKEA Foundation "
"10272","Grants","definities","research",1,2024-01-18,"IKEA Foundation "
"10273","Grants","definitive","statements",1,2024-01-18,"IKEA Foundation "
"10274","Grants","deforestation","water",1,2024-01-18,"IKEA Foundation "
"10275","Grants","degree","global",1,2024-01-18,"IKEA Foundation "
"10276","Grants","delft","carried",1,2024-01-18,"IKEA Foundation "
"10277","Grants","delft","concludes",1,2024-01-18,"IKEA Foundation "
"10278","Grants","delft","effect",1,2024-01-18,"IKEA Foundation "
"10279","Grants","delft","effecten",1,2024-01-18,"IKEA Foundation "
"10280","Grants","delft","examined",1,2024-01-18,"IKEA Foundation "
"10281","Grants","delft","june",1,2024-01-18,"IKEA Foundation "
"10282","Grants","delhi","project",1,2024-01-18,"IKEA Foundation "
"10283","Grants","delhi","state",1,2024-01-18,"IKEA Foundation "
"10284","Grants","deliver","wsm",1,2024-01-18,"IKEA Foundation "
"10285","Grants","deloitte","helped",1,2024-01-18,"IKEA Foundation "
"10286","Grants","demand","linkages",1,2024-01-18,"IKEA Foundation "
"10287","Grants","demand","part",1,2024-01-18,"IKEA Foundation "
"10288","Grants","demand","quantity",1,2024-01-18,"IKEA Foundation "
"10289","Grants","demands","grow",1,2024-01-18,"IKEA Foundation "
"10290","Grants","demonstrate","emissions",1,2024-01-18,"IKEA Foundation "
"10291","Grants","demonstrating","emissions",1,2024-01-18,"IKEA Foundation "
"10292","Grants","demonstrating","impact",1,2024-01-18,"IKEA Foundation "
"10293","Grants","demonstrating","real",1,2024-01-18,"IKEA Foundation "
"10294","Grants","demonstrating","successful",1,2024-01-18,"IKEA Foundation "
"10295","Grants","denk","duurzaam",1,2024-01-18,"IKEA Foundation "
"10296","Grants","department","government",1,2024-01-18,"IKEA Foundation "
"10297","Grants","dependent","depth",1,2024-01-18,"IKEA Foundation "
"10298","Grants","deploy","ministry",1,2024-01-18,"IKEA Foundation "
"10299","Grants","deploy","potential",1,2024-01-18,"IKEA Foundation "
"10300","Grants","deployed","effectively",1,2024-01-18,"IKEA Foundation "
"10301","Grants","deployed","implementation",1,2024-01-18,"IKEA Foundation "
"10302","Grants","deployed","renewable",1,2024-01-18,"IKEA Foundation "
"10303","Grants","depth","analysis",1,2024-01-18,"IKEA Foundation "
"10304","Grants","depth","ecosystem",1,2024-01-18,"IKEA Foundation "
"10305","Grants","depth","seeking",1,2024-01-18,"IKEA Foundation "
"10306","Grants","derived","directly",1,2024-01-18,"IKEA Foundation "
"10307","Grants","describe","additional",1,2024-01-18,"IKEA Foundation "
"10308","Grants","describe","collaborative",1,2024-01-18,"IKEA Foundation "
"10309","Grants","describes","key",1,2024-01-18,"IKEA Foundation "
"10310","Grants","describes","sector",1,2024-01-18,"IKEA Foundation "
"10311","Grants","deshpande","supports",1,2024-01-18,"IKEA Foundation "
"10312","Grants","designed","sharing",1,2024-01-18,"IKEA Foundation "
"10313","Grants","designers","organic",1,2024-01-18,"IKEA Foundation "
"10314","Grants","designing","clothes",1,2024-01-18,"IKEA Foundation "
"10315","Grants","desk","nresearch",1,2024-01-18,"IKEA Foundation "
"10316","Grants","desk","research",1,2024-01-18,"IKEA Foundation "
"10317","Grants","detailed","analysis",1,2024-01-18,"IKEA Foundation "
"10318","Grants","detailed","information",1,2024-01-18,"IKEA Foundation "
"10319","Grants","detailed","proposal",1,2024-01-18,"IKEA Foundation "
"10320","Grants","detailed","quantitative",1,2024-01-18,"IKEA Foundation "
"10321","Grants","develop","guidance",1,2024-01-18,"IKEA Foundation "
"10322","Grants","develop","identify",1,2024-01-18,"IKEA Foundation "
"10323","Grants","develop","nspecific",1,2024-01-18,"IKEA Foundation "
"10324","Grants","develop","solutions",1,2024-01-18,"IKEA Foundation "
"10325","Grants","develop","strategy",1,2024-01-18,"IKEA Foundation "
"10326","Grants","develop","train",1,2024-01-18,"IKEA Foundation "
"10327","Grants","developed","annual",1,2024-01-18,"IKEA Foundation "
"10328","Grants","developed","idream",1,2024-01-18,"IKEA Foundation "
"10329","Grants","developed","manandisha",1,2024-01-18,"IKEA Foundation "
"10330","Grants","developed","metaphors",1,2024-01-18,"IKEA Foundation "
"10331","Grants","developed","solely",1,2024-01-18,"IKEA Foundation "
"10332","Grants","developed","strong",1,2024-01-18,"IKEA Foundation "
"10333","Grants","developed","summary",1,2024-01-18,"IKEA Foundation "
"10334","Grants","developing","capacity",1,2024-01-18,"IKEA Foundation "
"10335","Grants","developing","handbook",1,2024-01-18,"IKEA Foundation "
"10336","Grants","developing","mechanisms",1,2024-01-18,"IKEA Foundation "
"10337","Grants","developing","ncountry",1,2024-01-18,"IKEA Foundation "
"10338","Grants","developing","proposed",1,2024-01-18,"IKEA Foundation "
"10339","Grants","developing","strategy",1,2024-01-18,"IKEA Foundation "
"10340","Grants","development","alternatives",1,2024-01-18,"IKEA Foundation "
"10341","Grants","development","collectives",1,2024-01-18,"IKEA Foundation "
"10342","Grants","development","contribute",1,2024-01-18,"IKEA Foundation "
"10343","Grants","development","dr",1,2024-01-18,"IKEA Foundation "
"10344","Grants","development","edp",1,2024-01-18,"IKEA Foundation "
"10345","Grants","development","finnish",1,2024-01-18,"IKEA Foundation "
"10346","Grants","development","influencing",1,2024-01-18,"IKEA Foundation "
"10347","Grants","development","partner",1,2024-01-18,"IKEA Foundation "
"10348","Grants","development","plans",1,2024-01-18,"IKEA Foundation "
"10349","Grants","development","programs",1,2024-01-18,"IKEA Foundation "
"10350","Grants","development","projects",1,2024-01-18,"IKEA Foundation "
"10351","Grants","development","psychosocial",1,2024-01-18,"IKEA Foundation "
"10352","Grants","development","survey",1,2024-01-18,"IKEA Foundation "
"10353","Grants","development","teams",1,2024-01-18,"IKEA Foundation "
"10354","Grants","developments","make",1,2024-01-18,"IKEA Foundation "
"10355","Grants","developments","occur",1,2024-01-18,"IKEA Foundation "
"10356","Grants","develops","business",1,2024-01-18,"IKEA Foundation "
"10357","Grants","dhawan","eurasia",1,2024-01-18,"IKEA Foundation "
"10358","Grants","diesel","construction",1,2024-01-18,"IKEA Foundation "
"10359","Grants","differ","indicating",1,2024-01-18,"IKEA Foundation "
"10360","Grants","differences","relating",1,2024-01-18,"IKEA Foundation "
"10361","Grants","differently","examples",1,2024-01-18,"IKEA Foundation "
"10362","Grants","difficult","step",1,2024-01-18,"IKEA Foundation "
"10363","Grants","diffuse","broader",1,2024-01-18,"IKEA Foundation "
"10364","Grants","diffusion","nuptick",1,2024-01-18,"IKEA Foundation "
"10365","Grants","diga","communications",1,2024-01-18,"IKEA Foundation "
"10366","Grants","digital","certificates",1,2024-01-18,"IKEA Foundation "
"10367","Grants","digital","empowerment",1,2024-01-18,"IKEA Foundation "
"10368","Grants","digital","literacy",1,2024-01-18,"IKEA Foundation "
"10369","Grants","dioxide","emissions",1,2024-01-18,"IKEA Foundation "
"10370","Grants","dioxide","literature",1,2024-01-18,"IKEA Foundation "
"10371","Grants","direct","actual",1,2024-01-18,"IKEA Foundation "
"10372","Grants","direct","ecosystem",1,2024-01-18,"IKEA Foundation "
"10373","Grants","direct","emissions",1,2024-01-18,"IKEA Foundation "
"10374","Grants","direct","investment",1,2024-01-18,"IKEA Foundation "
"10375","Grants","direct","measures",1,2024-01-18,"IKEA Foundation "
"10376","Grants","direction","based",1,2024-01-18,"IKEA Foundation "
"10377","Grants","directly","affect",1,2024-01-18,"IKEA Foundation "
"10378","Grants","directly","quantifiable",1,2024-01-18,"IKEA Foundation "
"10379","Grants","directly","supporting",1,2024-01-18,"IKEA Foundation "
"10380","Grants","director","community",1,2024-01-18,"IKEA Foundation "
"10381","Grants","director","general",1,2024-01-18,"IKEA Foundation "
"10382","Grants","director","group",1,2024-01-18,"IKEA Foundation "
"10383","Grants","director","peer",1,2024-01-18,"IKEA Foundation "
"10384","Grants","directors","evolves",1,2024-01-18,"IKEA Foundation "
"10385","Grants","dirk","forrister",1,2024-01-18,"IKEA Foundation "
"10386","Grants","disaggregated","data",1,2024-01-18,"IKEA Foundation "
"10387","Grants","discipline","attendance",1,2024-01-18,"IKEA Foundation "
"10388","Grants","disclose","collectively",1,2024-01-18,"IKEA Foundation "
"10389","Grants","disclosure","nadditionally",1,2024-01-18,"IKEA Foundation "
"10390","Grants","disclosure","standards",1,2024-01-18,"IKEA Foundation "
"10391","Grants","disclosure","tcfd",1,2024-01-18,"IKEA Foundation "
"10392","Grants","discontinue","areas",1,2024-01-18,"IKEA Foundation "
"10393","Grants","discontinuing","support",1,2024-01-18,"IKEA Foundation "
"10394","Grants","discourse","companies",1,2024-01-18,"IKEA Foundation "
"10395","Grants","discovery","career",1,2024-01-18,"IKEA Foundation "
"10396","Grants","discovery","counselling",1,2024-01-18,"IKEA Foundation "
"10397","Grants","discovery","matchmaking",1,2024-01-18,"IKEA Foundation "
"10398","Grants","discovery","students",1,2024-01-18,"IKEA Foundation "
"10399","Grants","discovery","test",1,2024-01-18,"IKEA Foundation "
"10400","Grants","discretionary","grants",1,2024-01-18,"IKEA Foundation "
"10401","Grants","discuss","current",1,2024-01-18,"IKEA Foundation "
"10402","Grants","discuss","issues",1,2024-01-18,"IKEA Foundation "
"10403","Grants","discussions","involved",1,2024-01-18,"IKEA Foundation "
"10404","Grants","discussions","move",1,2024-01-18,"IKEA Foundation "
"10405","Grants","discussions","nwith",1,2024-01-18,"IKEA Foundation "
"10406","Grants","disengagement","prevents",1,2024-01-18,"IKEA Foundation "
"10407","Grants","dissatisfied","operations",1,2024-01-18,"IKEA Foundation "
"10408","Grants","distance","compared",1,2024-01-18,"IKEA Foundation "
"10409","Grants","distant","observers",1,2024-01-18,"IKEA Foundation "
"10410","Grants","distribution","sales",1,2024-01-18,"IKEA Foundation "
"10411","Grants","district","level",1,2024-01-18,"IKEA Foundation "
"10412","Grants","district","program",1,2024-01-18,"IKEA Foundation "
"10413","Grants","diverse","locations",1,2024-01-18,"IKEA Foundation "
"10414","Grants","diverse","ncities",1,2024-01-18,"IKEA Foundation "
"10415","Grants","doctor","marriage",1,2024-01-18,"IKEA Foundation "
"10416","Grants","document","dalberg",1,2024-01-18,"IKEA Foundation "
"10417","Grants","document","describes",1,2024-01-18,"IKEA Foundation "
"10418","Grants","document","framework",1,2024-01-18,"IKEA Foundation "
"10419","Grants","document","review",1,2024-01-18,"IKEA Foundation "
"10420","Grants","documents","dalberg",1,2024-01-18,"IKEA Foundation "
"10421","Grants","documents","model",1,2024-01-18,"IKEA Foundation "
"10422","Grants","documents","nswiss",1,2024-01-18,"IKEA Foundation "
"10423","Grants","documents","suggested",1,2024-01-18,"IKEA Foundation "
"10424","Grants","doe","denk",1,2024-01-18,"IKEA Foundation "
"10425","Grants","dominic","waughray",1,2024-01-18,"IKEA Foundation "
"10426","Grants","downstream","emissions",1,2024-01-18,"IKEA Foundation "
"10427","Grants","dr","padmavathi",1,2024-01-18,"IKEA Foundation "
"10428","Grants","dr","paras",1,2024-01-18,"IKEA Foundation "
"10429","Grants","dr","rietbergen",1,2024-01-18,"IKEA Foundation "
"10430","Grants","dr","sunita",1,2024-01-18,"IKEA Foundation "
"10431","Grants","draft","document",1,2024-01-18,"IKEA Foundation "
"10432","Grants","draft","mou",1,2024-01-18,"IKEA Foundation "
"10433","Grants","draft","strategic",1,2024-01-18,"IKEA Foundation "
"10434","Grants","draw","capacity",1,2024-01-18,"IKEA Foundation "
"10435","Grants","draw","quantitative",1,2024-01-18,"IKEA Foundation "
"10436","Grants","drawing","capacity",1,2024-01-18,"IKEA Foundation "
"10437","Grants","dress","designer",1,2024-01-18,"IKEA Foundation "
"10438","Grants","drew","brunswick",1,2024-01-18,"IKEA Foundation "
"10439","Grants","drew","partner",1,2024-01-18,"IKEA Foundation "
"10440","Grants","drew","significantly",1,2024-01-18,"IKEA Foundation "
"10441","Grants","drive","apprenticeship",1,2024-01-18,"IKEA Foundation "
"10442","Grants","drive","broader",1,2024-01-18,"IKEA Foundation "
"10443","Grants","drive","emissions",1,2024-01-18,"IKEA Foundation "
"10444","Grants","drive","innovative",1,2024-01-18,"IKEA Foundation "
"10445","Grants","drive","international",1,2024-01-18,"IKEA Foundation "
"10446","Grants","drive","nprogress",1,2024-01-18,"IKEA Foundation "
"10447","Grants","drive","progress",1,2024-01-18,"IKEA Foundation "
"10448","Grants","drive","ups",1,2024-01-18,"IKEA Foundation "
"10449","Grants","driver","anymore",1,2024-01-18,"IKEA Foundation "
"10450","Grants","drivers","solely",1,2024-01-18,"IKEA Foundation "
"10451","Grants","drives","collaboration",1,2024-01-18,"IKEA Foundation "
"10452","Grants","drives","companies",1,2024-01-18,"IKEA Foundation "
"10453","Grants","drives","nenhancing",1,2024-01-18,"IKEA Foundation "
"10454","Grants","driving","ambitious",1,2024-01-18,"IKEA Foundation "
"10455","Grants","driving","beneficiary",1,2024-01-18,"IKEA Foundation "
"10456","Grants","driving","emissions",1,2024-01-18,"IKEA Foundation "
"10457","Grants","drop","reassessing",1,2024-01-18,"IKEA Foundation "
"10458","Grants","dues","shifting",1,2024-01-18,"IKEA Foundation "
"10459","Grants","duration","compliance",1,2024-01-18,"IKEA Foundation "
"10460","Grants","dutch","accreditation",1,2024-01-18,"IKEA Foundation "
"10461","Grants","dutch","companies",1,2024-01-18,"IKEA Foundation "
"10462","Grants","dutch","economy",1,2024-01-18,"IKEA Foundation "
"10463","Grants","dutch","gvos",1,2024-01-18,"IKEA Foundation "
"10464","Grants","dutch","nab",1,2024-01-18,"IKEA Foundation "
"10465","Grants","dutch","sector",1,2024-01-18,"IKEA Foundation "
"10466","Grants","duurzaam","naar",1,2024-01-18,"IKEA Foundation "
"10467","Grants","dyeing","methods",1,2024-01-18,"IKEA Foundation "
"10468","Grants","dylan","tanner",1,2024-01-18,"IKEA Foundation "
"10469","Grants","dynamic","registering",1,2024-01-18,"IKEA Foundation "
"10470","Grants","early","gender",1,2024-01-18,"IKEA Foundation "
"10471","Grants","early","interviews",1,2024-01-18,"IKEA Foundation "
"10472","Grants","early","late",1,2024-01-18,"IKEA Foundation "
"10473","Grants","early","nadopters",1,2024-01-18,"IKEA Foundation "
"10474","Grants","early","pilots",1,2024-01-18,"IKEA Foundation "
"10475","Grants","early","project",1,2024-01-18,"IKEA Foundation "
"10476","Grants","early","success",1,2024-01-18,"IKEA Foundation "
"10477","Grants","early","years",1,2024-01-18,"IKEA Foundation "
"10478","Grants","earn","adequately",1,2024-01-18,"IKEA Foundation "
"10479","Grants","earned","greater",1,2024-01-18,"IKEA Foundation "
"10480","Grants","earning","calculated",1,2024-01-18,"IKEA Foundation "
"10481","Grants","earning","higher",1,2024-01-18,"IKEA Foundation "
"10482","Grants","earning","income",1,2024-01-18,"IKEA Foundation "
"10483","Grants","earnings","plfs",1,2024-01-18,"IKEA Foundation "
"10484","Grants","earth","genome",1,2024-01-18,"IKEA Foundation "
"10485","Grants","easily","adapted",1,2024-01-18,"IKEA Foundation "
"10486","Grants","ecgi","report",1,2024-01-18,"IKEA Foundation "
"10487","Grants","eci","appears",1,2024-01-18,"IKEA Foundation "
"10488","Grants","eci","milieukostenindicator",1,2024-01-18,"IKEA Foundation "
"10489","Grants","ecochain","duravermeer",1,2024-01-18,"IKEA Foundation "
"10490","Grants","economic","challenges",1,2024-01-18,"IKEA Foundation "
"10491","Grants","economic","ndevelopment",1,2024-01-18,"IKEA Foundation "
"10492","Grants","economic","prospects",1,2024-01-18,"IKEA Foundation "
"10493","Grants","economic","returns",1,2024-01-18,"IKEA Foundation "
"10494","Grants","economic","sustainable",1,2024-01-18,"IKEA Foundation "
"10495","Grants","economic","systems",1,2024-01-18,"IKEA Foundation "
"10496","Grants","economic","uncertainty",1,2024-01-18,"IKEA Foundation "
"10497","Grants","economical","driving",1,2024-01-18,"IKEA Foundation "
"10498","Grants","economically","empowering",1,2024-01-18,"IKEA Foundation "
"10499","Grants","economy","activities",1,2024-01-18,"IKEA Foundation "
"10500","Grants","economy","investment",1,2024-01-18,"IKEA Foundation "
"10501","Grants","economy","manage",1,2024-01-18,"IKEA Foundation "
"10502","Grants","economy","national",1,2024-01-18,"IKEA Foundation "
"10503","Grants","economy","policies",1,2024-01-18,"IKEA Foundation "
"10504","Grants","economy","unep",1,2024-01-18,"IKEA Foundation "
"10505","Grants","ecosystem","actors",1,2024-01-18,"IKEA Foundation "
"10506","Grants","ecosystem","adoption",1,2024-01-18,"IKEA Foundation "
"10507","Grants","ecosystem","building",1,2024-01-18,"IKEA Foundation "
"10508","Grants","ecosystem","buy",1,2024-01-18,"IKEA Foundation "
"10509","Grants","ecosystem","greater",1,2024-01-18,"IKEA Foundation "
"10510","Grants","ecosystem","impact",1,2024-01-18,"IKEA Foundation "
"10511","Grants","ecosystem","level",1,2024-01-18,"IKEA Foundation "
"10512","Grants","ecosystem","making",1,2024-01-18,"IKEA Foundation "
"10513","Grants","ecosystem","technology",1,2024-01-18,"IKEA Foundation "
"10514","Grants","edgar","nvan",1,2024-01-18,"IKEA Foundation "
"10515","Grants","edgar","van",1,2024-01-18,"IKEA Foundation "
"10516","Grants","edp","collectives",1,2024-01-18,"IKEA Foundation "
"10517","Grants","edp","program",1,2024-01-18,"IKEA Foundation "
"10518","Grants","edp","programs",1,2024-01-18,"IKEA Foundation "
"10519","Grants","edp","provide",1,2024-01-18,"IKEA Foundation "
"10520","Grants","edp","training",1,2024-01-18,"IKEA Foundation "
"10521","Grants","education","decisions",1,2024-01-18,"IKEA Foundation "
"10522","Grants","education","ecosystem",1,2024-01-18,"IKEA Foundation "
"10523","Grants","education","enterprise",1,2024-01-18,"IKEA Foundation "
"10524","Grants","education","govt",1,2024-01-18,"IKEA Foundation "
"10525","Grants","education","informed",1,2024-01-18,"IKEA Foundation "
"10526","Grants","education","job",1,2024-01-18,"IKEA Foundation "
"10527","Grants","education","levels",1,2024-01-18,"IKEA Foundation "
"10528","Grants","education","path",1,2024-01-18,"IKEA Foundation "
"10529","Grants","education","service",1,2024-01-18,"IKEA Foundation "
"10530","Grants","education","skilling",1,2024-01-18,"IKEA Foundation "
"10531","Grants","educational","institutes",1,2024-01-18,"IKEA Foundation "
"10532","Grants","educational","paths",1,2024-01-18,"IKEA Foundation "
"10533","Grants","edudel","counselling",1,2024-01-18,"IKEA Foundation "
"10534","Grants","edudel","deployed",1,2024-01-18,"IKEA Foundation "
"10535","Grants","een","emissieloos",1,2024-01-18,"IKEA Foundation "
"10536","Grants","effect","measures",1,2024-01-18,"IKEA Foundation "
"10537","Grants","effect","related",1,2024-01-18,"IKEA Foundation "
"10538","Grants","effective","advocates",1,2024-01-18,"IKEA Foundation "
"10539","Grants","effective","emission",1,2024-01-18,"IKEA Foundation "
"10540","Grants","effective","follow",1,2024-01-18,"IKEA Foundation "
"10541","Grants","effective","machine",1,2024-01-18,"IKEA Foundation "
"10542","Grants","effective","managing",1,2024-01-18,"IKEA Foundation "
"10543","Grants","effective","manner",1,2024-01-18,"IKEA Foundation "
"10544","Grants","effective","mechanisms",1,2024-01-18,"IKEA Foundation "
"10545","Grants","effective","mobilization",1,2024-01-18,"IKEA Foundation "
"10546","Grants","effective","organizing",1,2024-01-18,"IKEA Foundation "
"10547","Grants","effective","partnerships",1,2024-01-18,"IKEA Foundation "
"10548","Grants","effective","unique",1,2024-01-18,"IKEA Foundation "
"10549","Grants","effective","ways",1,2024-01-18,"IKEA Foundation "
"10550","Grants","effectively","building",1,2024-01-18,"IKEA Foundation "
"10551","Grants","effectively","members",1,2024-01-18,"IKEA Foundation "
"10552","Grants","effectively","rally",1,2024-01-18,"IKEA Foundation "
"10553","Grants","effectiveness","lies",1,2024-01-18,"IKEA Foundation "
"10554","Grants","effectiveness","rietbergen",1,2024-01-18,"IKEA Foundation "
"10555","Grants","effects","nbut",1,2024-01-18,"IKEA Foundation "
"10556","Grants","effects","rietbergen",1,2024-01-18,"IKEA Foundation "
"10557","Grants","effects","scope",1,2024-01-18,"IKEA Foundation "
"10558","Grants","efficiency","audit",1,2024-01-18,"IKEA Foundation "
"10559","Grants","efficiency","directive",1,2024-01-18,"IKEA Foundation "
"10560","Grants","efficiency","leadership",1,2024-01-18,"IKEA Foundation "
"10561","Grants","efficiency","savings",1,2024-01-18,"IKEA Foundation "
"10562","Grants","efficiency","stimular",1,2024-01-18,"IKEA Foundation "
"10563","Grants","efficient","driving",1,2024-01-18,"IKEA Foundation "
"10564","Grants","efficient","machines",1,2024-01-18,"IKEA Foundation "
"10565","Grants","efficient","performance",1,2024-01-18,"IKEA Foundation "
"10566","Grants","efficient","procurement",1,2024-01-18,"IKEA Foundation "
"10567","Grants","efficiently","reducing",1,2024-01-18,"IKEA Foundation "
"10568","Grants","efforts","including",1,2024-01-18,"IKEA Foundation "
"10569","Grants","efforts","progress",1,2024-01-18,"IKEA Foundation "
"10570","Grants","efforts","specific",1,2024-01-18,"IKEA Foundation "
"10571","Grants","efforts","targeted",1,2024-01-18,"IKEA Foundation "
"10572","Grants","eichberg","global",1,2024-01-18,"IKEA Foundation "
"10573","Grants","eighteen","municipalities",1,2024-01-18,"IKEA Foundation "
"10574","Grants","eighteen","staff",1,2024-01-18,"IKEA Foundation "
"10575","Grants","elected","administrative",1,2024-01-18,"IKEA Foundation "
"10576","Grants","electric","alternatives",1,2024-01-18,"IKEA Foundation "
"10577","Grants","electric","equipment",1,2024-01-18,"IKEA Foundation "
"10578","Grants","electric","machinery",1,2024-01-18,"IKEA Foundation "
"10579","Grants","electricity","approximately",1,2024-01-18,"IKEA Foundation "
"10580","Grants","electricity","contracts",1,2024-01-18,"IKEA Foundation "
"10581","Grants","electricity","guarantees",1,2024-01-18,"IKEA Foundation "
"10582","Grants","electricity","gvo",1,2024-01-18,"IKEA Foundation "
"10583","Grants","electricity","labelling",1,2024-01-18,"IKEA Foundation "
"10584","Grants","electricity","nadvocacy",1,2024-01-18,"IKEA Foundation "
"10585","Grants","electricity","purchasing",1,2024-01-18,"IKEA Foundation "
"10586","Grants","electricity","pv",1,2024-01-18,"IKEA Foundation "
"10587","Grants","electricity","scope",1,2024-01-18,"IKEA Foundation "
"10588","Grants","elevated","corporate",1,2024-01-18,"IKEA Foundation "
"10589","Grants","eleven","statements",1,2024-01-18,"IKEA Foundation "
"10590","Grants","eliot","whittington",1,2024-01-18,"IKEA Foundation "
"10591","Grants","embedding","change",1,2024-01-18,"IKEA Foundation "
"10592","Grants","emerging","challenges",1,2024-01-18,"IKEA Foundation "
"10593","Grants","emerging","policy",1,2024-01-18,"IKEA Foundation "
"10594","Grants","emerging","tensions",1,2024-01-18,"IKEA Foundation "
"10595","Grants","emission","category",1,2024-01-18,"IKEA Foundation "
"10596","Grants","emission","management",1,2024-01-18,"IKEA Foundation "
"10597","Grants","emission","reducing",1,2024-01-18,"IKEA Foundation "
"10598","Grants","emission","standards",1,2024-01-18,"IKEA Foundation "
"10599","Grants","emission","studies",1,2024-01-18,"IKEA Foundation "
"10600","Grants","emission","trading",1,2024-01-18,"IKEA Foundation "
"10601","Grants","emissions","additionality",1,2024-01-18,"IKEA Foundation "
"10602","Grants","emissions","avoided",1,2024-01-18,"IKEA Foundation "
"10603","Grants","emissions","certificate",1,2024-01-18,"IKEA Foundation "
"10604","Grants","emissions","certification",1,2024-01-18,"IKEA Foundation "
"10605","Grants","emissions","comprise",1,2024-01-18,"IKEA Foundation "
"10606","Grants","emissions","criteria",1,2024-01-18,"IKEA Foundation "
"10607","Grants","emissions","database",1,2024-01-18,"IKEA Foundation "
"10608","Grants","emissions","depends",1,2024-01-18,"IKEA Foundation "
"10609","Grants","emissions","external",1,2024-01-18,"IKEA Foundation "
"10610","Grants","emissions","fewer",1,2024-01-18,"IKEA Foundation "
"10611","Grants","emissions","fte",1,2024-01-18,"IKEA Foundation "
"10612","Grants","emissions","includes",1,2024-01-18,"IKEA Foundation "
"10613","Grants","emissions","including",1,2024-01-18,"IKEA Foundation "
"10614","Grants","emissions","inventories",1,2024-01-18,"IKEA Foundation "
"10615","Grants","emissions","measuring",1,2024-01-18,"IKEA Foundation "
"10616","Grants","emissions","programme",1,2024-01-18,"IKEA Foundation "
"10617","Grants","emissions","provided",1,2024-01-18,"IKEA Foundation "
"10618","Grants","emissions","pull",1,2024-01-18,"IKEA Foundation "
"10619","Grants","emissions","recent",1,2024-01-18,"IKEA Foundation "
"10620","Grants","emissions","reports",1,2024-01-18,"IKEA Foundation "
"10621","Grants","emissions","smarttrackers",1,2024-01-18,"IKEA Foundation "
"10622","Grants","emissions","state",1,2024-01-18,"IKEA Foundation "
"10623","Grants","emissions","target",1,2024-01-18,"IKEA Foundation "
"10624","Grants","emissions","trading",1,2024-01-18,"IKEA Foundation "
"10625","Grants","emissions","underpinning",1,2024-01-18,"IKEA Foundation "
"10626","Grants","emitting","industrial",1,2024-01-18,"IKEA Foundation "
"10627","Grants","emitting","sectors",1,2024-01-18,"IKEA Foundation "
"10628","Grants","emphasize","clean",1,2024-01-18,"IKEA Foundation "
"10629","Grants","emphasize","increasing",1,2024-01-18,"IKEA Foundation "
