,cat,word1,word2,n,date,institution
9062,Grants,based,approach,1,1/18/2024,IKEA Foundation 
9063,Grants,based,female,1,1/18/2024,IKEA Foundation 
9064,Grants,based,funding,1,1/18/2024,IKEA Foundation 
9065,Grants,based,impact,1,1/18/2024,IKEA Foundation 
9066,Grants,based,materials,1,1/18/2024,IKEA Foundation 
9067,Grants,based,mentors,1,1/18/2024,IKEA Foundation 
9068,Grants,based,models,1,1/18/2024,IKEA Foundation 
9069,Grants,based,napproach,1,1/18/2024,IKEA Foundation 
9070,Grants,based,operations,1,1/18/2024,IKEA Foundation 
9071,Grants,based,pathways,1,1/18/2024,IKEA Foundation 
9072,Grants,based,requirements,1,1/18/2024,IKEA Foundation 
9073,Grants,based,target,1,1/18/2024,IKEA Foundation 
9074,Grants,based,transformation,1,1/18/2024,IKEA Foundation 
9075,Grants,baseline,bright,1,1/18/2024,IKEA Foundation 
9076,Grants,bases,target,1,1/18/2024,IKEA Foundation 
9077,Grants,basic,business,1,1/18/2024,IKEA Foundation 
9078,Grants,basic,soft,1,1/18/2024,IKEA Foundation 
9079,Grants,basis,employer,1,1/18/2024,IKEA Foundation 
9080,Grants,basis,recruiters,1,1/18/2024,IKEA Foundation 
9081,Grants,basket,established,1,1/18/2024,IKEA Foundation 
9082,Grants,batches,discovery,1,1/18/2024,IKEA Foundation 
9083,Grants,bears,repeating,1,1/18/2024,IKEA Foundation 
9084,Grants,bee,onboarded,1,1/18/2024,IKEA Foundation 
9085,Grants,began,organizing,1,1/18/2024,IKEA Foundation 
9086,Grants,beginning,men,1,1/18/2024,IKEA Foundation 
9087,Grants,behavior,international,1,1/18/2024,IKEA Foundation 
9088,Grants,behaviour,affecting,1,1/18/2024,IKEA Foundation 
9089,Grants,behaviour,behaviour,1,1/18/2024,IKEA Foundation 
9090,Grants,behaviour,including,1,1/18/2024,IKEA Foundation 
9091,Grants,being,excluded,1,1/18/2024,IKEA Foundation 
9092,Grants,belac,cis,1,1/18/2024,IKEA Foundation 
9093,Grants,belgian,nab,1,1/18/2024,IKEA Foundation 
9094,Grants,belgium,national,1,1/18/2024,IKEA Foundation 
9095,Grants,benchmarks,reported,1,1/18/2024,IKEA Foundation 
9096,Grants,bendre,state,1,1/18/2024,IKEA Foundation 
9097,Grants,beneficiaries,employer,1,1/18/2024,IKEA Foundation 
9098,Grants,beneficiaries,experts,1,1/18/2024,IKEA Foundation 
9099,Grants,beneficiaries,nacross,1,1/18/2024,IKEA Foundation 
9100,Grants,beneficiaries,nagpur,1,1/18/2024,IKEA Foundation 
9101,Grants,beneficiaries,note,1,1/18/2024,IKEA Foundation 
9102,Grants,beneficiaries,potential,1,1/18/2024,IKEA Foundation 
9103,Grants,beneficiaries,progress,1,1/18/2024,IKEA Foundation 
9104,Grants,beneficiaries,registered,1,1/18/2024,IKEA Foundation 
9105,Grants,beneficiaries,represent,1,1/18/2024,IKEA Foundation 
9106,Grants,beneficiaries,support,1,1/18/2024,IKEA Foundation 
9107,Grants,beneficiaries,surveyed,1,1/18/2024,IKEA Foundation 
9108,Grants,beneficiaries,training,1,1/18/2024,IKEA Foundation 
9109,Grants,beneficiary,agency,1,1/18/2024,IKEA Foundation 
9110,Grants,beneficiary,bridge,1,1/18/2024,IKEA Foundation 
9111,Grants,beneficiary,earning,1,1/18/2024,IKEA Foundation 
9112,Grants,beneficiary,enhancing,1,1/18/2024,IKEA Foundation 
9113,Grants,beneficiary,expectation,1,1/18/2024,IKEA Foundation 
9114,Grants,beneficiary,interactions,1,1/18/2024,IKEA Foundation 
9115,Grants,beneficiary,maharashtra,1,1/18/2024,IKEA Foundation 
9116,Grants,beneficiary,nagpur,1,1/18/2024,IKEA Foundation 
9117,Grants,beneficiary,ncolleges,1,1/18/2024,IKEA Foundation 
9118,Grants,beneficiary,reach,1,1/18/2024,IKEA Foundation 
9119,Grants,beneficiary,refers,1,1/18/2024,IKEA Foundation 
9120,Grants,beneficiary,skill,1,1/18/2024,IKEA Foundation 
9121,Grants,benefit,burden,1,1/18/2024,IKEA Foundation 
9122,Grants,benefits,collaboration,1,1/18/2024,IKEA Foundation 
9123,Grants,bepalen,method,1,1/18/2024,IKEA Foundation 
9124,Grants,bharat,limited,1,1/18/2024,IKEA Foundation 
9125,Grants,bharti,cii,1,1/18/2024,IKEA Foundation 
9126,Grants,bi,weekly,1,1/18/2024,IKEA Foundation 
9127,Grants,bicycle,approach,1,1/18/2024,IKEA Foundation 
9128,Grants,bicycle,metaphor,1,1/18/2024,IKEA Foundation 
9129,Grants,bicycle,orientation,1,1/18/2024,IKEA Foundation 
9130,Grants,bid,based,1,1/18/2024,IKEA Foundation 
9131,Grants,bidding,companies,1,1/18/2024,IKEA Foundation 
9132,Grants,big,change,1,1/18/2024,IKEA Foundation 
9133,Grants,big,farming,1,1/18/2024,IKEA Foundation 
9134,Grants,big,long,1,1/18/2024,IKEA Foundation 
9135,Grants,big,strategy,1,1/18/2024,IKEA Foundation 
9136,Grants,biggest,benefits,1,1/18/2024,IKEA Foundation 
9137,Grants,biggest,bottleneck,1,1/18/2024,IKEA Foundation 
9138,Grants,biggest,impact,1,1/18/2024,IKEA Foundation 
9139,Grants,bilateral,grant,1,1/18/2024,IKEA Foundation 
9140,Grants,binary,system,1,1/18/2024,IKEA Foundation 
9141,Grants,bio,based,1,1/18/2024,IKEA Foundation 
9142,Grants,biofuels,electric,1,1/18/2024,IKEA Foundation 
9143,Grants,biofuture,platform,1,1/18/2024,IKEA Foundation 
9144,Grants,biotechnology,association,1,1/18/2024,IKEA Foundation 
9145,Grants,bipartisan,support,1,1/18/2024,IKEA Foundation 
9146,Grants,blok,looked,1,1/18/2024,IKEA Foundation 
9147,Grants,blok,shows,1,1/18/2024,IKEA Foundation 
9148,Grants,blueprint,emerging,1,1/18/2024,IKEA Foundation 
9149,Grants,blueprint,prove,1,1/18/2024,IKEA Foundation 
9150,Grants,blueprints,nrlm,1,1/18/2024,IKEA Foundation 
9151,Grants,blurry,lines,1,1/18/2024,IKEA Foundation 
9152,Grants,board,aligned,1,1/18/2024,IKEA Foundation 
9153,Grants,board,building,1,1/18/2024,IKEA Foundation 
9154,Grants,board,chair,1,1/18/2024,IKEA Foundation 
9155,Grants,board,committee,1,1/18/2024,IKEA Foundation 
9156,Grants,board,compliance,1,1/18/2024,IKEA Foundation 
9157,Grants,board,continue,1,1/18/2024,IKEA Foundation 
9158,Grants,board,evolves,1,1/18/2024,IKEA Foundation 
9159,Grants,board,excludes,1,1/18/2024,IKEA Foundation 
9160,Grants,board,fit,1,1/18/2024,IKEA Foundation 
9161,Grants,board,group,1,1/18/2024,IKEA Foundation 
9162,Grants,board,helps,1,1/18/2024,IKEA Foundation 
9163,Grants,board,implementation,1,1/18/2024,IKEA Foundation 
9164,Grants,board,key,1,1/18/2024,IKEA Foundation 
9165,Grants,board,meetings,1,1/18/2024,IKEA Foundation 
9166,Grants,board,moving,1,1/18/2024,IKEA Foundation 
9167,Grants,board,nan,1,1/18/2024,IKEA Foundation 
9168,Grants,board,nas,1,1/18/2024,IKEA Foundation 
9169,Grants,board,regional,1,1/18/2024,IKEA Foundation 
9170,Grants,board,responsible,1,1/18/2024,IKEA Foundation 
9171,Grants,board,science,1,1/18/2024,IKEA Foundation 
9172,Grants,board,setting,1,1/18/2024,IKEA Foundation 
9173,Grants,board,steering,1,1/18/2024,IKEA Foundation 
9174,Grants,board,strengthen,1,1/18/2024,IKEA Foundation 
9175,Grants,board,undercuts,1,1/18/2024,IKEA Foundation 
9176,Grants,boards,findings,1,1/18/2024,IKEA Foundation 
9177,Grants,boards,primer,1,1/18/2024,IKEA Foundation 
9178,Grants,bodhankar,executive,1,1/18/2024,IKEA Foundation 
9179,Grants,bodies,conformity,1,1/18/2024,IKEA Foundation 
9180,Grants,bodies,ilo,1,1/18/2024,IKEA Foundation 
9181,Grants,bond,initiative,1,1/18/2024,IKEA Foundation 
9182,Grants,boot,camp,1,1/18/2024,IKEA Foundation 
9183,Grants,boundaries,make,1,1/18/2024,IKEA Foundation 
9184,Grants,boundary,stichting,1,1/18/2024,IKEA Foundation 
9185,Grants,bp,carbon,1,1/18/2024,IKEA Foundation 
9186,Grants,bpl,candidates,1,1/18/2024,IKEA Foundation 
9187,Grants,braaksma,measures,1,1/18/2024,IKEA Foundation 
9188,Grants,branche,organisaties,1,1/18/2024,IKEA Foundation 
9189,Grants,brand,competition,1,1/18/2024,IKEA Foundation 
9190,Grants,brand,gather,1,1/18/2024,IKEA Foundation 
9191,Grants,brand,miri,1,1/18/2024,IKEA Foundation 
9192,Grants,brand,nrecognition,1,1/18/2024,IKEA Foundation 
9193,Grants,brand,simply,1,1/18/2024,IKEA Foundation 
9194,Grants,brazil,rescale,1,1/18/2024,IKEA Foundation 
9195,Grants,brazilian,industrial,1,1/18/2024,IKEA Foundation 
9196,Grants,breadth,versus,1,1/18/2024,IKEA Foundation 
9197,Grants,bridge,gaps,1,1/18/2024,IKEA Foundation 
9198,Grants,bridge,grant,1,1/18/2024,IKEA Foundation 
9199,Grants,briefing,services,1,1/18/2024,IKEA Foundation 
9200,Grants,bright,lines,1,1/18/2024,IKEA Foundation 
9201,Grants,bring,employer,1,1/18/2024,IKEA Foundation 
9202,Grants,bring,partner,1,1/18/2024,IKEA Foundation 
9203,Grants,bring,peers,1,1/18/2024,IKEA Foundation 
9204,Grants,bringing,ikea,1,1/18/2024,IKEA Foundation 
9205,Grants,bringing,markets,1,1/18/2024,IKEA Foundation 
9206,Grants,brings,grant,1,1/18/2024,IKEA Foundation 
9207,Grants,brings,uncertainty,1,1/18/2024,IKEA Foundation 
9208,Grants,broad,categories,1,1/18/2024,IKEA Foundation 
9209,Grants,broad,conclusions,1,1/18/2024,IKEA Foundation 
9210,Grants,broad,orientations,1,1/18/2024,IKEA Foundation 
9211,Grants,broad,sectoral,1,1/18/2024,IKEA Foundation 
9212,Grants,broad,spectrum,1,1/18/2024,IKEA Foundation 
9213,Grants,broad,strategic,1,1/18/2024,IKEA Foundation 
9214,Grants,broad,strategy,1,1/18/2024,IKEA Foundation 
9215,Grants,broaden,funding,1,1/18/2024,IKEA Foundation 
9216,Grants,broader,business,1,1/18/2024,IKEA Foundation 
9217,Grants,broader,change,1,1/18/2024,IKEA Foundation 
9218,Grants,broader,climate,1,1/18/2024,IKEA Foundation 
9219,Grants,broader,collaboration,1,1/18/2024,IKEA Foundation 
9220,Grants,broader,concepts,1,1/18/2024,IKEA Foundation 
9221,Grants,broader,lctpi,1,1/18/2024,IKEA Foundation 
9222,Grants,broader,umbrella,1,1/18/2024,IKEA Foundation 
9223,Grants,broader,work,1,1/18/2024,IKEA Foundation 
9224,Grants,brothers,fund,1,1/18/2024,IKEA Foundation 
9225,Grants,brothers,nfund,1,1/18/2024,IKEA Foundation 
9226,Grants,brought,initiatives,1,1/18/2024,IKEA Foundation 
9227,Grants,brunswick,group,1,1/18/2024,IKEA Foundation 
9228,Grants,bsr,collaborated,1,1/18/2024,IKEA Foundation 
9229,Grants,bsr,deloitte,1,1/18/2024,IKEA Foundation 
9230,Grants,budget,bears,1,1/18/2024,IKEA Foundation 
9231,Grants,budget,dedicated,1,1/18/2024,IKEA Foundation 
9232,Grants,budget,growing,1,1/18/2024,IKEA Foundation 
9233,Grants,budget,presented,1,1/18/2024,IKEA Foundation 
9234,Grants,budget,secretariat,1,1/18/2024,IKEA Foundation 
9235,Grants,budget,years,1,1/18/2024,IKEA Foundation 
9236,Grants,budgetary,increased,1,1/18/2024,IKEA Foundation 
9237,Grants,budgets,developed,1,1/18/2024,IKEA Foundation 
9238,Grants,build,capacity,1,1/18/2024,IKEA Foundation 
9239,Grants,build,coordinator,1,1/18/2024,IKEA Foundation 
9240,Grants,build,infrastructure,1,1/18/2024,IKEA Foundation 
9241,Grants,build,partnerships,1,1/18/2024,IKEA Foundation 
9242,Grants,build,relationships,1,1/18/2024,IKEA Foundation 
9243,Grants,build,synergies,1,1/18/2024,IKEA Foundation 
9244,Grants,building,bipartisan,1,1/18/2024,IKEA Foundation 
9245,Grants,building,blocks,1,1/18/2024,IKEA Foundation 
9246,Grants,building,knowledge,1,1/18/2024,IKEA Foundation 
9247,Grants,building,operation,1,1/18/2024,IKEA Foundation 
9248,Grants,building,retrofits,1,1/18/2024,IKEA Foundation 
9249,Grants,buildings,effort,1,1/18/2024,IKEA Foundation 
9250,Grants,buildings,industry,1,1/18/2024,IKEA Foundation 
9251,Grants,buildings,pathway,1,1/18/2024,IKEA Foundation 
9252,Grants,buildings,sectoral,1,1/18/2024,IKEA Foundation 
9253,Grants,buildings,supply,1,1/18/2024,IKEA Foundation 
9254,Grants,buildings,systems,1,1/18/2024,IKEA Foundation 
9255,Grants,built,capacity,1,1/18/2024,IKEA Foundation 
9256,Grants,built,collaborative,1,1/18/2024,IKEA Foundation 
9257,Grants,built,effective,1,1/18/2024,IKEA Foundation 
9258,Grants,bureaucratic,inefficiencies,1,1/18/2024,IKEA Foundation 
9259,Grants,burning,fuel,1,1/18/2024,IKEA Foundation 
9260,Grants,bus,facilitate,1,1/18/2024,IKEA Foundation 
9261,Grants,bus,pilot,1,1/18/2024,IKEA Foundation 
9262,Grants,business,action,1,1/18/2024,IKEA Foundation 
9263,Grants,business,activities,1,1/18/2024,IKEA Foundation 
9264,Grants,business,australia,1,1/18/2024,IKEA Foundation 
9265,Grants,business,cadres,1,1/18/2024,IKEA Foundation 
9266,Grants,business,cases,1,1/18/2024,IKEA Foundation 
9267,Grants,business,coalitions,1,1/18/2024,IKEA Foundation 
9268,Grants,business,commitment,1,1/18/2024,IKEA Foundation 
9269,Grants,business,convenings,1,1/18/2024,IKEA Foundation 
9270,Grants,business,customer,1,1/18/2024,IKEA Foundation 
9271,Grants,business,enterprise,1,1/18/2024,IKEA Foundation 
9272,Grants,business,enterprises,1,1/18/2024,IKEA Foundation 
9273,Grants,business,group,1,1/18/2024,IKEA Foundation 
9274,Grants,business,guide,1,1/18/2024,IKEA Foundation 
9275,Grants,business,led,1,1/18/2024,IKEA Foundation 
9276,Grants,business,management,1,1/18/2024,IKEA Foundation 
9277,Grants,business,membership,1,1/18/2024,IKEA Foundation 
9278,Grants,business,message,1,1/18/2024,IKEA Foundation 
9279,Grants,business,ncommunity,1,1/18/2024,IKEA Foundation 
9280,Grants,business,networks,1,1/18/2024,IKEA Foundation 
9281,Grants,business,npresence,1,1/18/2024,IKEA Foundation 
9282,Grants,business,nvoice,1,1/18/2024,IKEA Foundation 
9283,Grants,business,participants,1,1/18/2024,IKEA Foundation 
9284,Grants,business,partners,1,1/18/2024,IKEA Foundation 
9285,Grants,business,program,1,1/18/2024,IKEA Foundation 
9286,Grants,business,risks,1,1/18/2024,IKEA Foundation 
9287,Grants,business,stakeholders,1,1/18/2024,IKEA Foundation 
9288,Grants,business,strategic,1,1/18/2024,IKEA Foundation 
9289,Grants,business,support,1,1/18/2024,IKEA Foundation 
9290,Grants,business,theresa,1,1/18/2024,IKEA Foundation 
9291,Grants,business,volunteers,1,1/18/2024,IKEA Foundation 
9292,Grants,businesses,calling,1,1/18/2024,IKEA Foundation 
9293,Grants,businesses,commit,1,1/18/2024,IKEA Foundation 
9294,Grants,businesses,continue,1,1/18/2024,IKEA Foundation 
9295,Grants,businesses,nseveral,1,1/18/2024,IKEA Foundation 
9296,Grants,buy,inputs,1,1/18/2024,IKEA Foundation 
9297,Grants,buyer,high,1,1/18/2024,IKEA Foundation 
9298,Grants,buyer,interest,1,1/18/2024,IKEA Foundation 
9299,Grants,buyer,leading,1,1/18/2024,IKEA Foundation 
9300,Grants,buyer,linkages,1,1/18/2024,IKEA Foundation 
9301,Grants,buyer,producer,1,1/18/2024,IKEA Foundation 
9302,Grants,buyers,alliance,1,1/18/2024,IKEA Foundation 
9303,Grants,buyers,clubs,1,1/18/2024,IKEA Foundation 
9304,Grants,buyers,government,1,1/18/2024,IKEA Foundation 
9305,Grants,buyers,local,1,1/18/2024,IKEA Foundation 
9306,Grants,buyers,macs,1,1/18/2024,IKEA Foundation 
9307,Grants,buyers,partners,1,1/18/2024,IKEA Foundation 
9308,Grants,buyers,private,1,1/18/2024,IKEA Foundation 
9309,Grants,buyers,trainings,1,1/18/2024,IKEA Foundation 
9310,Grants,bylaws,describe,1,1/18/2024,IKEA Foundation 
9311,Grants,cadre,coordinating,1,1/18/2024,IKEA Foundation 
9312,Grants,cady,global,1,1/18/2024,IKEA Foundation 
9313,Grants,calculation,differs,1,1/18/2024,IKEA Foundation 
9314,Grants,calculations,made,1,1/18/2024,IKEA Foundation 
9315,Grants,called,multiple,1,1/18/2024,IKEA Foundation 
9316,Grants,calls,meetings,1,1/18/2024,IKEA Foundation 
9317,Grants,camp,placement,1,1/18/2024,IKEA Foundation 
9318,Grants,campuses,brand,1,1/18/2024,IKEA Foundation 
9319,Grants,candidate,profile,1,1/18/2024,IKEA Foundation 
9320,Grants,candidates,low,1,1/18/2024,IKEA Foundation 
9321,Grants,capability,gap,1,1/18/2024,IKEA Foundation 
9322,Grants,capacity,current,1,1/18/2024,IKEA Foundation 
9323,Grants,capacity,demands,1,1/18/2024,IKEA Foundation 
9324,Grants,capacity,development,1,1/18/2024,IKEA Foundation 
9325,Grants,capacity,experienced,1,1/18/2024,IKEA Foundation 
9326,Grants,capacity,knowledge,1,1/18/2024,IKEA Foundation 
9327,Grants,capacity,michael,1,1/18/2024,IKEA Foundation 
9328,Grants,capacity,mobilize,1,1/18/2024,IKEA Foundation 
9329,Grants,capacity,women,1,1/18/2024,IKEA Foundation 
9330,Grants,capacity,worldwide,1,1/18/2024,IKEA Foundation 
9331,Grants,capital,infusion,1,1/18/2024,IKEA Foundation 
9332,Grants,capital,investment,1,1/18/2024,IKEA Foundation 
9333,Grants,capital,markets,1,1/18/2024,IKEA Foundation 
9334,Grants,capital,support,1,1/18/2024,IKEA Foundation 
9335,Grants,captured,csa,1,1/18/2024,IKEA Foundation 
9336,Grants,car,contracts,1,1/18/2024,IKEA Foundation 
9337,Grants,car,fleet,1,1/18/2024,IKEA Foundation 
9338,Grants,car,pooling,1,1/18/2024,IKEA Foundation 
9339,Grants,carbon,advisory,1,1/18/2024,IKEA Foundation 
9340,Grants,carbon,aviation,1,1/18/2024,IKEA Foundation 
9341,Grants,carbon,company,1,1/18/2024,IKEA Foundation 
9342,Grants,carbon,electricity,1,1/18/2024,IKEA Foundation 
9343,Grants,carbon,fuels,1,1/18/2024,IKEA Foundation 
9344,Grants,carbon,intensive,1,1/18/2024,IKEA Foundation 
9345,Grants,carbon,negative,1,1/18/2024,IKEA Foundation 
9346,Grants,carbon,nemissions,1,1/18/2024,IKEA Foundation 
9347,Grants,carbon,ntransition,1,1/18/2024,IKEA Foundation 
9348,Grants,carbon,rietbergen,1,1/18/2024,IKEA Foundation 
9349,Grants,carbon,technology,1,1/18/2024,IKEA Foundation 
9350,Grants,carbon,tenderned,1,1/18/2024,IKEA Foundation 
9351,Grants,carbon,tenders,1,1/18/2024,IKEA Foundation 
9352,Grants,carbon,tud,1,1/18/2024,IKEA Foundation 
9353,Grants,card,possessed,1,1/18/2024,IKEA Foundation 
9354,Grants,career,centers,1,1/18/2024,IKEA Foundation 
9355,Grants,career,counsellor,1,1/18/2024,IKEA Foundation 
9356,Grants,career,job,1,1/18/2024,IKEA Foundation 
9357,Grants,career,nmahatma,1,1/18/2024,IKEA Foundation 
9358,Grants,career,opportunities,1,1/18/2024,IKEA Foundation 
9359,Grants,career,oriented,1,1/18/2024,IKEA Foundation 
9360,Grants,career,path,1,1/18/2024,IKEA Foundation 
9361,Grants,career,pathway,1,1/18/2024,IKEA Foundation 
9362,Grants,career,spendin,1,1/18/2024,IKEA Foundation 
9363,Grants,careers,government,1,1/18/2024,IKEA Foundation 
9364,Grants,carefully,focused,1,1/18/2024,IKEA Foundation 
9365,Grants,carina,molnar,1,1/18/2024,IKEA Foundation 
9366,Grants,carlos,sallé,1,1/18/2024,IKEA Foundation 
9367,Grants,caroline,holtum,1,1/18/2024,IKEA Foundation 
9368,Grants,carpet,business,1,1/18/2024,IKEA Foundation 
9369,Grants,case,attrition,1,1/18/2024,IKEA Foundation 
9370,Grants,case,draft,1,1/18/2024,IKEA Foundation 
9371,Grants,case,nstudies,1,1/18/2024,IKEA Foundation 
9372,Grants,case,perspective,1,1/18/2024,IKEA Foundation 
9373,Grants,catalytic,additional,1,1/18/2024,IKEA Foundation 
9374,Grants,catalytic,role,1,1/18/2024,IKEA Foundation 
9375,Grants,catalyze,rural,1,1/18/2024,IKEA Foundation 
9376,Grants,catalyzing,business,1,1/18/2024,IKEA Foundation 
9377,Grants,categories,calculated,1,1/18/2024,IKEA Foundation 
9378,Grants,categories,outlined,1,1/18/2024,IKEA Foundation 
9379,Grants,caused,confusion,1,1/18/2024,IKEA Foundation 
9380,Grants,cautious,approach,1,1/18/2024,IKEA Foundation 
9381,Grants,cautious,drawing,1,1/18/2024,IKEA Foundation 
9382,Grants,cdp,cdp,1,1/18/2024,IKEA Foundation 
9383,Grants,cdp,estimate,1,1/18/2024,IKEA Foundation 
9384,Grants,cdp,largely,1,1/18/2024,IKEA Foundation 
9385,Grants,cdp,wri,1,1/18/2024,IKEA Foundation 
9386,Grants,ceads,energy,1,1/18/2024,IKEA Foundation 
9387,Grants,cebds,energy,1,1/18/2024,IKEA Foundation 
9388,Grants,cem,evi,1,1/18/2024,IKEA Foundation 
9389,Grants,cement,bharat,1,1/18/2024,IKEA Foundation 
9390,Grants,centered,aggregating,1,1/18/2024,IKEA Foundation 
9391,Grants,centers,average,1,1/18/2024,IKEA Foundation 
9392,Grants,centers,centers,1,1/18/2024,IKEA Foundation 
9393,Grants,centers,employment,1,1/18/2024,IKEA Foundation 
9394,Grants,centers,struggled,1,1/18/2024,IKEA Foundation 
9395,Grants,centers,tie,1,1/18/2024,IKEA Foundation 
9396,Grants,centre,make,1,1/18/2024,IKEA Foundation 
9397,Grants,centre,partnership,1,1/18/2024,IKEA Foundation 
9398,Grants,centre,pri,1,1/18/2024,IKEA Foundation 
9399,Grants,centre,supply,1,1/18/2024,IKEA Foundation 
9400,Grants,centres,bridge,1,1/18/2024,IKEA Foundation 
9401,Grants,centres,run,1,1/18/2024,IKEA Foundation 
9402,Grants,centric,continuum,1,1/18/2024,IKEA Foundation 
9403,Grants,ceo,brings,1,1/18/2024,IKEA Foundation 
9404,Grants,ceres,created,1,1/18/2024,IKEA Foundation 
9405,Grants,ceres,organized,1,1/18/2024,IKEA Foundation 
9406,Grants,ceres,wbcsd,1,1/18/2024,IKEA Foundation 
9407,Grants,cerisola,climate,1,1/18/2024,IKEA Foundation 
9408,Grants,certificate,applied,1,1/18/2024,IKEA Foundation 
9409,Grants,certificate,nijmegen,1,1/18/2024,IKEA Foundation 
9410,Grants,certificate,publications,1,1/18/2024,IKEA Foundation 
9411,Grants,certificate,receive,1,1/18/2024,IKEA Foundation 
9412,Grants,certificate,requirements,1,1/18/2024,IKEA Foundation 
9413,Grants,certificate,targets,1,1/18/2024,IKEA Foundation 
9414,Grants,certificate,whilst,1,1/18/2024,IKEA Foundation 
9415,Grants,certificated,companies,1,1/18/2024,IKEA Foundation 
9416,Grants,certificates,increased,1,1/18/2024,IKEA Foundation 
9417,Grants,certificates,related,1,1/18/2024,IKEA Foundation 
9418,Grants,certification,based,1,1/18/2024,IKEA Foundation 
9419,Grants,certification,costs,1,1/18/2024,IKEA Foundation 
9420,Grants,certification,include,1,1/18/2024,IKEA Foundation 
9421,Grants,certification,including,1,1/18/2024,IKEA Foundation 
9422,Grants,certification,manage,1,1/18/2024,IKEA Foundation 
9423,Grants,certification,means,1,1/18/2024,IKEA Foundation 
9424,Grants,certification,procedure,1,1/18/2024,IKEA Foundation 
9425,Grants,certification,requirements,1,1/18/2024,IKEA Foundation 
9426,Grants,certification,rietbergen,1,1/18/2024,IKEA Foundation 
9427,Grants,certification,system,1,1/18/2024,IKEA Foundation 
9428,Grants,certified,company,1,1/18/2024,IKEA Foundation 
9429,Grants,certified,master,1,1/18/2024,IKEA Foundation 
9430,Grants,certified,prior,1,1/18/2024,IKEA Foundation 
9431,Grants,certified,wanting,1,1/18/2024,IKEA Foundation 
9432,Grants,certified,women,1,1/18/2024,IKEA Foundation 
9433,Grants,cgcc,cells,1,1/18/2024,IKEA Foundation 
9434,Grants,cgcc,developed,1,1/18/2024,IKEA Foundation 
9435,Grants,cgcc,development,1,1/18/2024,IKEA Foundation 
9436,Grants,cgcc,project,1,1/18/2024,IKEA Foundation 
9437,Grants,cgiar,rocky,1,1/18/2024,IKEA Foundation 
9438,Grants,chain,adjustments,1,1/18/2024,IKEA Foundation 
9439,Grants,chain,building,1,1/18/2024,IKEA Foundation 
9440,Grants,chain,commitments,1,1/18/2024,IKEA Foundation 
9441,Grants,chain,existing,1,1/18/2024,IKEA Foundation 
9442,Grants,chain,initiatives,1,1/18/2024,IKEA Foundation 
9443,Grants,chain,integrate,1,1/18/2024,IKEA Foundation 
9444,Grants,chain,interventions,1,1/18/2024,IKEA Foundation 
9445,Grants,chain,large,1,1/18/2024,IKEA Foundation 
9446,Grants,chain,management,1,1/18/2024,IKEA Foundation 
9447,Grants,chain,sectors,1,1/18/2024,IKEA Foundation 
9448,Grants,chain,standardization,1,1/18/2024,IKEA Foundation 
9449,Grants,chain,total,1,1/18/2024,IKEA Foundation 
9450,Grants,chain,upskilling,1,1/18/2024,IKEA Foundation 
9451,Grants,chains,agrivalue,1,1/18/2024,IKEA Foundation 
9452,Grants,chains,discussions,1,1/18/2024,IKEA Foundation 
9453,Grants,chains,ecosystem,1,1/18/2024,IKEA Foundation 
9454,Grants,chains,farming,1,1/18/2024,IKEA Foundation 
9455,Grants,chains,handloom,1,1/18/2024,IKEA Foundation 
9456,Grants,chains,interviewees,1,1/18/2024,IKEA Foundation 
9457,Grants,chair,steve,1,1/18/2024,IKEA Foundation 
9458,Grants,chairs,consistent,1,1/18/2024,IKEA Foundation 
9459,Grants,chairs,nowned,1,1/18/2024,IKEA Foundation 
9460,Grants,chairs,serve,1,1/18/2024,IKEA Foundation 
9461,Grants,challenge,gender,1,1/18/2024,IKEA Foundation 
9462,Grants,challenges,ahead,1,1/18/2024,IKEA Foundation 
9463,Grants,challenges,businesses,1,1/18/2024,IKEA Foundation 
9464,Grants,challenges,nahead,1,1/18/2024,IKEA Foundation 
9465,Grants,challenges,persist,1,1/18/2024,IKEA Foundation 
9466,Grants,challenging,policy,1,1/18/2024,IKEA Foundation 
9467,Grants,change,avg,1,1/18/2024,IKEA Foundation 
9468,Grants,change,ceres,1,1/18/2024,IKEA Foundation 
9469,Grants,change,chapter,1,1/18/2024,IKEA Foundation 
9470,Grants,change,globally,1,1/18/2024,IKEA Foundation 
9471,Grants,change,iberdrola,1,1/18/2024,IKEA Foundation 
9472,Grants,change,incresed,1,1/18/2024,IKEA Foundation 
9473,Grants,change,learning,1,1/18/2024,IKEA Foundation 
9474,Grants,change,nwhen,1,1/18/2024,IKEA Foundation 
9475,Grants,change,peers,1,1/18/2024,IKEA Foundation 
9476,Grants,change,primarily,1,1/18/2024,IKEA Foundation 
9477,Grants,change,real,1,1/18/2024,IKEA Foundation 
9478,Grants,change,toc,1,1/18/2024,IKEA Foundation 
9479,Grants,changing,attitudes,1,1/18/2024,IKEA Foundation 
9480,Grants,changing,company,1,1/18/2024,IKEA Foundation 
9481,Grants,changing,conditions,1,1/18/2024,IKEA Foundation 
9482,Grants,channeling,business,1,1/18/2024,IKEA Foundation 
9483,Grants,channels,low,1,1/18/2024,IKEA Foundation 
9484,Grants,chapter,describes,1,1/18/2024,IKEA Foundation 
9485,Grants,chapter,highlights,1,1/18/2024,IKEA Foundation 
9486,Grants,chapter,shows,1,1/18/2024,IKEA Foundation 
